FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Alex,Iwobi,MID,ARS,5100000,3,89,3.4,6.66666666666667e-07,1.74509803921569e-05,0,223267,1,26,0,0,0,3,0,17.5,0,-4,0,89,4,0,0,0,2,0,9,0,5,1.0,127206,0,0,0,0,1827,0,0,0,426,Huddersfield,,,,,165.6,2017,37,Y17W37
,Izquierdo,MID,BHA,5900000,0,101,2.72972972972973,4.62666055886395e-07,1.71186440677966e-05,0,28326,2,32,0,0,0,5,0,17.1,0,-1,0,101,1,0,0,0,4,0,5,0,5,0.3,42611,0,0,0,1,1976,0,0,0,324,Liverpool,,,,,131.3,2017,37,Y17W37
Jaroslaw,Jach,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,296,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.0,383,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,2017,37,Y17W37
Phil,Jagielka,DEF,EVE,4700000,1,60,2.4,5.1063829787234e-07,1.27659574468085e-05,0,363271,2,39,0,0,0,0,0,12.8,0,-3,0,60,3,0,0,0,5,0,6,0,0,2.7,131786,0,0,0,1,2063,0,0,0,415,West Ham,,,,,66.2,2017,37,Y17W37
Eldin,Jakupovic,GLK,LEI,4200000,0,4,0.108108108108108,2.57400257400257e-08,9.52380952380952e-07,0,10152,0,6,0,8,0,0,0,1.0,0,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,2131,0,0,0,0,180,0,0,0,36,Tottenham,,,,,6.8,2017,37,Y17W37
Matty,James,MID,LEI,4400000,0,26,2.0,4.54545454545455e-07,5.90909090909091e-06,0,28522,2,15,0,0,0,0,0,5.9,0,-1,0,26,1,0,0,0,0,0,4,0,0,0.2,19958,0,0,0,0,991,0,0,0,121,Tottenham,,,,,31.4,2017,37,Y17W37
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1682,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4097,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,2017,37,Y17W37
Daryl,Janmaat,DEF,WAT,4800000,2,59,2.6,5.41666666666667e-07,1.22916666666667e-05,0,49862,3,37,0,0,0,3,0,12.3,0,-2,0,59,2,0,0,0,3,0,2,0,1,0.4,57174,0,0,0,2,1818,0,0,0,342,Man Utd,,,,,92.9,2017,37,Y17W37
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,9054,0,0,0,0,0,0,0,0.1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,999,0,0,0,0,1,0,0,0,2,Leicester,,,,,0.0,2017,37,Y17W37
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13677,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,751,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,2017,37,Y17W37
,Jese,MID,STK,5400000,0,31,0.837837837837838,1.55155155155155e-07,5.74074074074074e-06,0,590355,0,17,0,0,0,1,0,5.7,0,-6,0,31,6,0,0,0,2,0,1,0,1,2.0,579574,0,0,0,1,609,0,0,0,93,Swansea,,,,,40.8,2017,37,Y17W37
,Jesus,FWD,MCI,10400000,5,126,4.3,4.13461538461538e-07,1.2115384615384599e-05,0,2552640,6,12,0,0,0,13,0,12.1,0,-1,0,126,1,0,2,0,18,0,9,0,7,17.1,2872644,0,0,0,3,1660,0,0,0,473,Southampton,,,,,204.9,2017,37,Y17W37
,Joao Mario,MID,WHU,6000000,2,46,1.2432432432432399,2.07207207207207e-07,7.66666666666667e-06,0,16226,0,14,0,0,0,2,0,7.7,0,-5,0,46,5,0,0,0,5,0,4,0,1,0.2,26578,0,0,0,2,1021,0,0,0,170,Everton,,,,,66.1,2017,37,Y17W37
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,209474,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,4.1,421759,0,0,0,0,0,0,0,0,0,Watford,,,,,0.0,2017,37,Y17W37
Ben,Johnson,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,923,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1444,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,2017,37,Y17W37
Glen,Johnson,DEF,STK,4100000,0,5,0.135135135135135,3.2959789057349994e-08,1.2195121951219499e-06,0,37063,3,14,0,0,0,0,0,1.2,0,-4,0,5,4,0,0,0,0,0,0,0,0,0.3,12341,0,0,0,0,546,0,0,0,70,Swansea,,,,,18.4,2017,37,Y17W37
Curtis,Jones,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,75,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,186,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,2017,37,Y17W37
Phil,Jones,DEF,MUN,5500000,0,116,5.0,9.09090909090909e-07,2.10909090909091e-05,0,1962341,2,11,0,0,0,0,0,21.1,0,5,0,116,-5,0,0,0,19,0,15,0,0,5.2,2083445,1,0,0,2,1973,0,0,0,554,Watford,,,,,53.6,2017,37,Y17W37
,Jordan Ayew,FWD,SWA,5400000,2,108,3.0,5.55555555555556e-07,2e-05,0,1152190,2,49,0,0,0,7,0,20.0,0,4,0,108,-4,0,0,0,12,0,7,0,2,9.5,1535368,0,0,0,0,2850,0,0,1,382,Stoke,,,,,185.8,2017,37,Y17W37
,Joselu,FWD,NEW,5500000,1,69,1.8648648648648602,3.3906633906633897e-07,1.25454545454545e-05,0,172219,2,25,0,0,0,4,0,12.5,0,0,0,69,0,0,1,0,5,0,5,0,1,0.4,172341,0,0,0,0,1703,0,0,0,227,Chelsea,,,,,106.5,2017,37,Y17W37
Christian,Kabasele,DEF,WAT,4400000,1,68,2.4,5.454545454545451e-07,1.54545454545455e-05,0,187395,5,43,0,0,0,2,0,15.5,0,-1,0,68,1,0,0,0,2,0,6,0,0,0.5,203447,1,0,0,1,2329,0,0,0,407,Man Utd,,,,,83.7,2017,37,Y17W37
Younes,Kaboul,DEF,WAT,4200000,0,7,0.189189189189189,4.5045045045045e-08,1.66666666666667e-06,0,23529,0,3,0,0,0,0,0,1.7,0,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3633,0,0,0,0,151,0,0,0,35,Man Utd,,,,,5.0,2017,37,Y17W37
Elias,Kachunga,MID,HUD,5700000,0,46,2.4,4.21052631578947e-07,8.07017543859649e-06,0,27144,1,23,0,0,0,1,0,8.1,0,-3,0,46,3,0,0,0,0,0,6,0,1,0.1,14120,0,0,0,0,1327,0,0,0,151,Arsenal,,,,,54.5,2017,37,Y17W37
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,12189,0,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13274,0,0,0,0,13,0,0,0,5,West Brom,,,,,0.6,2017,37,Y17W37
Harry,Kane,FWD,TOT,13100000,12,217,5.9,4.5038167938931296e-07,1.65648854961832e-05,0,5113596,5,34,0,0,0,29,0,16.6,0,6,0,217,-6,0,1,0,31,0,15,0,2,37.7,5323924,0,0,0,8,3074,0,0,0,781,Leicester,,,,,407.4,2017,37,Y17W37
N'Golo,Kante,MID,CHE,4900000,2,101,3.0,6.12244897959184e-07,2.0612244897959197e-05,0,1210394,3,32,0,0,0,1,0,20.6,0,-1,0,101,1,0,0,0,9,0,16,0,2,11.7,823596,0,0,0,0,2994,0,0,0,655,Newcastle,,,,,151.7,2017,37,Y17W37
Loris,Karius,GLK,LIV,4900000,6,88,2.37837837837838,4.853833425262e-07,1.7959183673469394e-05,0,61690,1,14,0,31,0,0,0,18.0,0,-1,0,88,1,0,0,0,5,0,10,0,0,1.9,147143,0,0,1,0,1710,0,0,0,382,Brighton,,,,,27.9,2017,37,Y17W37
Orestis,Karnezis,GLK,WAT,4500000,0,47,1.27027027027027,2.8228228228228197e-07,1.04444444444444e-05,0,8330,0,24,0,34,0,0,0,10.4,0,0,0,47,0,0,0,0,5,0,4,0,0,0.2,17022,0,0,0,0,1291,0,0,0,240,Man Utd,,,,,24.8,2017,37,Y17W37
Beram,Kayal,MID,BHA,4400000,1,25,0.675675675675676,1.53562653562654e-07,5.68181818181818e-06,0,6503,2,14,0,0,0,0,0,5.7,0,-1,0,25,1,0,0,0,0,0,1,0,0,0.1,3704,0,0,0,0,735,0,0,0,115,Liverpool,,,,,29.6,2017,37,Y17W37
Michael,Keane,DEF,EVE,5300000,1,81,2.7,5.09433962264151e-07,1.52830188679245e-05,0,583740,3,46,0,0,0,0,0,15.3,0,-2,0,81,2,0,0,0,11,0,7,0,1,5.1,195609,0,0,0,0,2559,0,0,0,513,West Ham,,,,,88.7,2017,37,Y17W37
Martin,Kelly,DEF,CRY,4100000,0,34,0.9189189189189192,2.2412656558997998e-07,8.29268292682927e-06,0,78685,1,21,0,0,0,0,0,8.3,0,-4,0,34,4,0,0,0,1,0,4,0,0,0.6,94855,1,0,0,0,1193,0,0,0,185,West Brom,,,,,33.3,2017,37,Y17W37
,Kenedy,MID,NEW,4800000,0,51,1.3783783783783798,2.8716216216216196e-07,1.0625e-05,0,119632,1,9,0,0,0,2,0,10.6,0,-2,0,51,2,0,0,0,5,0,6,0,2,2.0,229099,0,0,0,1,1023,0,0,0,171,Chelsea,,,,,71.4,2017,37,Y17W37
Jonjoe,Kenny,DEF,EVE,3900000,0,50,1.35135135135135,3.46500346500347e-07,1.2820512820512801e-05,0,411676,2,31,0,0,0,0,0,12.8,0,-6,0,50,6,0,0,0,2,0,5,0,2,2.1,511498,0,0,0,1,1589,0,0,0,309,West Ham,,,,,59.5,2017,37,Y17W37
,Ki Sung-yueng,MID,SWA,4600000,0,73,2.9,6.30434782608696e-07,1.58695652173913e-05,0,78223,2,29,0,0,0,2,0,15.9,0,-4,0,73,4,0,0,0,9,0,5,0,2,0.9,127584,0,0,0,1,1865,0,0,0,340,Stoke,,,,,79.7,2017,37,Y17W37
,Kiko Femenia,DEF,WAT,4300000,0,65,1.75675675675676,4.0854808296668796e-07,1.51162790697674e-05,0,492130,2,34,0,0,0,1,0,15.1,0,-2,0,65,2,0,0,0,9,0,5,0,1,1.4,518525,0,0,0,1,1709,0,0,0,389,Man Utd,,,,,74.5,2017,37,Y17W37
Andy,King,MID,SWA,4200000,6,51,1.3783783783783798,3.28185328185328e-07,1.21428571428571e-05,0,409221,2,26,0,0,0,3,0,12.1,0,-3,0,51,3,0,0,0,1,0,1,0,1,3.5,546543,0,0,0,0,1247,0,0,0,225,Stoke,,,,,56.2,2017,37,Y17W37
Joshua,King,FWD,BOU,7000000,7,110,3.3,4.71428571428571e-07,1.57142857142857e-05,0,386325,3,38,0,0,0,8,0,15.7,0,-5,0,110,5,0,0,0,10,0,7,0,4,1.9,185282,0,0,0,0,2450,0,0,0,381,Burnley,,,,,203.7,2017,37,Y17W37
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5960,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,232,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0,2017,37,Y17W37
Nya,Kirby,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,53,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,2017,37,Y17W37
Davy,Klaassen,MID,EVE,6900000,1,7,0.189189189189189,2.7418723070897002e-08,1.01449275362319e-06,0,83628,0,6,0,0,0,0,0,1.0,0,-6,0,7,6,0,0,0,0,0,0,0,0,0.4,6310,0,0,0,0,248,0,0,0,18,West Ham,,,,,8.3,2017,37,Y17W37
Ragnar,Klavan,DEF,LIV,4100000,0,78,2.10810810810811,5.14172709294661e-07,1.9024390243902398e-05,0,286076,0,15,0,0,0,1,0,19.0,0,-4,0,78,4,0,0,0,9,0,8,0,0,1.8,349330,0,0,0,2,1449,0,0,0,384,Brighton,,,,,46.6,2017,37,Y17W37
Anthony,Knockaert,MID,BHA,5500000,2,88,2.7,4.90909090909091e-07,1.6e-05,0,123734,4,29,0,0,0,3,0,16.0,0,-5,0,88,5,0,0,0,6,0,11,0,1,0.6,52744,0,0,0,0,2415,0,0,1,383,Liverpool,,,,,149.1,2017,37,Y17W37
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2194,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,156,0,0,0,0,0,0,0,0,0,Southampton,,,,,0.0,2017,37,Y17W37
Sead,Kolasinac,DEF,ARS,5800000,6,108,2.91891891891892,5.03261882572227e-07,1.86206896551724e-05,0,1171952,3,30,0,0,0,2,0,18.6,0,-2,0,108,2,0,0,0,6,0,10,0,4,6.1,833275,0,0,0,2,2146,0,0,0,510,Huddersfield,,,,,118.3,2017,37,Y17W37
Vincent,Kompany,DEF,MCI,5900000,0,60,3.5,5.932203389830512e-07,1.01694915254237e-05,0,322676,6,11,0,0,0,1,0,10.2,0,-1,0,60,1,0,0,0,2,0,6,0,1,2.9,178478,0,0,0,0,1394,0,0,0,326,Southampton,,,,,59.2,2017,37,Y17W37
Terence,Kongolo,DEF,HUD,4400000,2,30,0.810810810810811,1.84275184275184e-07,6.81818181818182e-06,0,3154,0,14,0,0,0,0,0,6.8,0,-1,0,30,1,0,0,0,2,0,2,0,0,0.0,5442,0,0,0,0,1047,0,0,0,182,Arsenal,,,,,36.7,2017,37,Y17W37
Laurent,Koscielny,DEF,ARS,6000000,0,100,4.0,6.66666666666667e-07,1.6666666666666695e-05,0,199153,4,32,0,0,0,2,0,16.7,0,0,0,100,0,0,0,0,16,0,9,0,0,1.5,205878,0,0,0,3,2225,0,0,0,556,Huddersfield,,,,,95.5,2017,37,Y17W37
Cheikhou,Kouyate,MID,WHU,5000000,2,86,2.6,5.2e-07,1.7199999999999998e-05,0,67320,5,56,0,0,0,2,0,17.2,0,0,0,86,0,0,0,0,2,0,7,0,3,0.3,79332,0,0,0,0,2798,0,0,0,367,Everton,,,,,106.1,2017,37,Y17W37
Tim,Krul,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,41730,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,79902,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,2017,37,Y17W37
Grzegorz,Krychowiak,MID,WBA,4700000,3,58,1.5675675675675702,3.33525014376078e-07,1.23404255319149e-05,0,28583,2,30,0,0,0,0,0,12.3,0,-3,0,58,3,0,0,0,4,0,4,0,3,0.1,32170,0,0,0,0,1634,0,0,0,249,Crystal Palace,,,,,58.4,2017,37,Y17W37
Alexandre,Lacazette,FWD,ARS,10300000,2,138,4.3,4.1747572815534e-07,1.3398058252427199e-05,0,1826713,1,28,0,0,0,14,0,13.4,0,-2,0,138,2,0,0,0,11,0,10,0,5,7.6,1367817,0,0,0,2,2197,0,0,0,543,Huddersfield,,,,,258.0,2017,37,Y17W37
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,162768,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,208610,0,0,0,0,16,0,0,0,3,West Brom,,,,,0.2,2017,37,Y17W37
Adam,Lallana,MID,LIV,7300000,1,13,0.351351351351351,4.8130322102924805e-08,1.78082191780822e-06,0,41673,1,1,0,0,0,0,0,1.8,0,-2,0,13,2,0,0,0,0,0,1,0,0,0.3,9712,0,0,0,0,234,0,0,0,37,Brighton,,,,,27.3,2017,37,Y17W37
Erik,Lamela,MID,TOT,6300000,16,55,1.4864864864864902,2.3595023595023602e-07,8.73015873015873e-06,0,18446,4,12,0,0,0,2,0,8.7,0,-2,0,55,2,0,0,0,1,0,4,0,4,0.1,19589,0,0,0,1,826,0,0,0,186,Leicester,,,,,84.7,2017,37,Y17W37
Manuel,Lanzini,MID,WHU,6600000,15,106,3.9,5.90909090909091e-07,1.60606060606061e-05,0,245822,4,44,0,0,0,5,0,16.1,0,-4,0,106,4,0,1,0,11,0,6,0,7,0.8,245376,0,0,0,3,2039,0,0,0,470,Everton,,,,,168.8,2017,37,Y17W37
Aymeric,Laporte,DEF,MCI,5100000,7,35,0.9459459459459459,1.85479597244303e-07,6.86274509803922e-06,0,108175,1,5,0,0,0,0,0,6.9,0,-4,0,35,4,0,0,0,2,0,4,0,0,1.5,194054,0,0,0,0,806,0,0,0,204,Southampton,,,,,25.4,2017,37,Y17W37
Jamaal,Lascelles,DEF,NEW,4900000,6,116,3.5,7.142857142857141e-07,2.367346938775511e-05,0,867091,5,31,0,0,0,3,0,23.7,0,4,0,116,-4,0,0,0,9,0,9,0,0,9.5,1286927,0,0,0,2,2927,0,0,0,567,Chelsea,,,,,111.5,2017,37,Y17W37
,Lee Chung-yong,MID,CRY,4200000,1,8,0.216216216216216,5.1480051480051504e-08,1.9047619047619e-06,0,46981,0,3,0,0,0,0,0,1.9,0,-3,0,8,3,0,0,0,0,0,0,0,0,0.3,50264,0,0,0,0,131,0,0,0,23,West Brom,,,,,4.6,2017,37,Y17W37
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,5309,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10002,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,2017,37,Y17W37
Florian,Lejeune,DEF,NEW,4300000,11,66,2.8,6.51162790697674e-07,1.53488372093023e-05,0,48931,3,32,0,0,0,0,0,15.3,0,-2,0,66,2,0,0,0,6,0,5,0,2,0.9,64325,0,0,0,1,2103,0,0,0,406,Chelsea,,,,,78.9,2017,37,Y17W37
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4660,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1118,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,2017,37,Y17W37
Mario,Lemina,MID,SOU,4800000,0,58,2.3,4.79166666666667e-07,1.2083333333333301e-05,0,33957,2,31,0,0,0,1,0,12.1,0,-2,0,58,2,0,0,0,5,0,4,0,1,0.2,30439,0,0,0,0,1715,0,0,0,337,Man City,,,,,67.8,2017,37,Y17W37
Aaron,Lennon,MID,BUR,5400000,2,65,1.75675675675676,3.25325325325325e-07,1.2037037037037e-05,0,23505,2,30,0,0,0,0,0,12.0,0,-1,0,65,1,0,0,0,0,0,6,0,4,0.2,27264,0,0,0,0,1906,0,0,0,204,Bournemouth,,,,,73.3,2017,37,Y17W37
,Lewis Cook,MID,BOU,4300000,0,58,2.0,4.65116279069767e-07,1.34883720930233e-05,0,87371,5,42,0,0,0,0,0,13.5,0,-2,0,58,2,0,0,0,0,0,3,0,2,1.2,100360,0,0,0,0,2234,0,0,0,337,Burnley,,,,,100.7,2017,37,Y17W37
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,7503,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15512,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,2017,37,Y17W37
Victor,Lindelof,DEF,MUN,4900000,0,47,2.8,5.714285714285712e-07,9.59183673469388e-06,0,309818,1,14,0,0,0,0,0,9.6,0,-6,0,47,6,0,0,0,1,0,5,0,0,1.3,87922,0,0,0,0,1284,0,0,0,297,Watford,,,,,32.0,2017,37,Y17W37
Jesse,Lingard,MID,MUN,6000000,0,128,3.4594594594594597,5.76576576576577e-07,2.13333333333333e-05,0,1396523,2,18,0,0,0,8,0,21.3,0,0,0,128,0,0,0,0,10,0,9,0,6,10.3,1935041,0,0,0,2,1807,0,0,0,450,Watford,,,,,175.3,2017,37,Y17W37
Jake,Livermore,MID,WBA,4800000,2,89,2.6,5.41666666666667e-07,1.85416666666667e-05,0,19050,5,41,0,0,0,2,0,18.5,0,-2,0,89,2,0,0,0,6,0,8,0,2,0.4,30890,0,0,0,1,2671,0,0,0,375,Crystal Palace,,,,,97.8,2017,37,Y17W37
Fernando,Llorente,FWD,TOT,7300000,0,22,1.4,1.91780821917808e-07,3.01369863013699e-06,0,29080,1,2,0,0,0,1,0,3.0,0,-2,0,22,2,0,0,0,2,0,1,0,0,0.2,25294,0,0,0,0,224,0,0,0,70,Leicester,,,,,22.6,2017,37,Y17W37
Hugo,Lloris,GLK,TOT,5500000,1,144,4.0,7.27272727272727e-07,2.61818181818182e-05,0,608956,1,35,0,87,0,0,0,26.2,0,0,0,144,0,0,0,0,6,0,15,0,0,9.3,415027,0,0,0,0,3240,0,0,0,694,Leicester,,,,,72.3,2017,37,Y17W37
Jurgen,Locadia,FWD,BHA,6000000,1,16,0.432432432432432,7.20720720720721e-08,2.66666666666667e-06,0,5188,0,8,0,0,0,1,0,2.7,0,0,0,16,0,0,0,0,2,0,1,0,1,0.0,6846,0,0,0,0,221,0,0,0,47,Liverpool,,,,,15.8,2017,37,Y17W37
Ruben,Loftus-Cheek,MID,CRY,4400000,3,77,2.0810810810810803,4.7297297297297294e-07,1.75e-05,0,916533,1,30,0,0,0,2,0,17.5,0,-1,0,77,1,0,0,0,2,0,6,0,5,3.5,541495,0,0,0,0,1871,0,0,0,337,West Brom,,,,,124.5,2017,37,Y17W37
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,16358,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14312,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,2017,37,Y17W37
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,8013,1,5,0,0,0,1,0,2.6,0,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6851,0,0,0,0,217,0,0,0,28,Arsenal,,,,,11.8,2017,37,Y17W37
Kevin,Long,DEF,BUR,4100000,1,57,1.54054054054054,3.7574159525379e-07,1.3902439024390198e-05,0,405145,1,21,0,0,0,1,0,13.9,0,1,0,57,-1,0,0,0,6,0,4,0,2,7.5,692407,1,0,0,0,1440,0,0,0,282,Bournemouth,,,,,74.5,2017,37,Y17W37
Shane,Long,FWD,SOU,5600000,1,53,1.8,3.2142857142857103e-07,9.46428571428571e-06,0,64859,6,28,0,0,0,2,0,9.5,0,-4,0,53,4,0,0,0,0,0,4,0,2,0.5,50118,0,0,0,0,1570,0,0,0,167,Man City,,,,,104.6,2017,37,Y17W37
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.745098039215689e-07,1.96078431372549e-06,0,9434,0,6,0,0,0,0,0,2.0,0,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2254,0,0,0,0,153,0,0,0,30,West Ham,,,,,7.5,2017,37,Y17W37
Jonas,Lossl,GLK,HUD,4600000,3,135,3.6,7.826086956521741e-07,2.93478260869565e-05,0,487928,1,58,0,103,0,0,0,29.3,0,1,0,135,-1,0,0,0,11,0,10,0,1,6.8,647566,1,0,2,2,3420,0,0,0,701,Arsenal,,,,,87.8,2017,37,Y17W37
Dejan,Lovren,DEF,LIV,5300000,13,110,3.8,7.16981132075472e-07,2.07547169811321e-05,0,163452,4,24,0,0,0,2,0,20.8,0,-2,0,110,2,0,0,0,10,0,11,0,1,1.5,136449,0,0,0,3,2124,0,0,0,539,Brighton,,,,,100.2,2017,37,Y17W37
Chris,Lowe,DEF,HUD,4400000,2,60,1.6216216216216202,3.68550368550369e-07,1.3636363636363601e-05,0,280031,1,26,0,0,0,0,0,13.6,0,-1,0,60,1,0,0,0,0,0,7,0,0,1.1,277852,0,0,0,0,1585,0,0,0,321,Arsenal,,,,,43.0,2017,37,Y17W37
Matthew,Lowton,DEF,BUR,4400000,1,89,3.4,7.72727272727273e-07,2.02272727272727e-05,0,362018,1,26,0,0,0,0,0,20.2,0,-1,0,89,1,0,0,0,4,0,8,0,3,4.9,577366,0,0,0,0,2295,0,0,0,450,Bournemouth,,,,,89.0,2017,37,Y17W37
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1151,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,259,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,2017,37,Y17W37
,Lucas Moura,MID,TOT,7700000,5,11,0.297297297297297,3.861003861003859e-08,1.4285714285714301e-06,0,11161,0,6,0,0,0,0,0,1.4,0,-3,0,11,3,0,0,0,0,0,0,0,1,0.0,12791,0,0,0,0,206,0,0,0,36,Leicester,,,,,17.5,2017,37,Y17W37
Romelu,Lukaku,FWD,MUN,11500000,0,162,4.8,4.17391304347826e-07,1.4086956521739099e-05,0,4269817,4,26,0,0,0,16,0,14.1,0,0,0,162,0,0,1,0,18,0,14,0,7,21.9,2809880,0,0,0,3,2866,0,0,0,593,Watford,,,,,273.2,2017,37,Y17W37
Dodi,Lukebakio,MID,WAT,4800000,0,1,0.027027027027027,5.63063063063063e-09,2.0833333333333304e-07,0,162,0,1,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.0,207,0,0,0,0,15,0,0,0,5,Man Utd,,,,,3.6,2017,37,Y17W37
Levi,Lumeka,MID,CRY,4400000,0,1,0.027027027027027,6.142506142506141e-09,2.2727272727272702e-07,0,754,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.0,840,0,0,0,0,25,0,0,0,3,West Brom,,,,,2.3,2017,37,Y17W37
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,555,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,568,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,2017,37,Y17W37
Niki,Maenpaa,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,67938,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1.9,103458,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,2017,37,Y17W37
Harry,Maguire,DEF,LEI,5500000,0,117,3.1,5.63636363636364e-07,2.12727272727273e-05,0,934687,7,60,0,0,0,2,0,21.3,0,5,0,117,-5,0,0,0,10,0,9,0,4,10.9,1381619,0,0,0,1,3420,0,0,0,716,Tottenham,,,,,168.8,2017,37,Y17W37
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,144,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,156,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0,2017,37,Y17W37
